username,handle,postDate,responding,retweets,likes
Irwandiwinnara,@Irwandiwinnara2,2023-09-08T14:07:48.000Z,"Capres Anis Baswedan dan Cawapres Gus Muhaimin Iskandar  akan memperjuangkan Masyarakat Indonesia ke arah kesejahteraan yang merata, bersama kita bangkit Indonesia Maju.. AMIN... 
@aniesbaswedan
 
@cakiminnow
 
@Mursyidan10
 
@voiceofpkb
 
@DPP_PKB
@poel_saiful
 
@Juliansyah0770",,
Oza Blazer,@oza_blazer,2023-09-08T13:58:38.000Z,"Capres Anis Baswedan dan Cawapres Gus Muhaimin Iskandar  akan memperjuangkan Masyarakat Indonesia ke arah kesejahteraan yang merata, bersama kita bangkit Indonesia Maju.. AMIN... 
@aniesbaswedan
 
@cakiminnow
 
@Mursyidan10
 
@voiceofpkb
 
@DPP_PKB
@poel_saiful
 
@Juliansyah0770",1,
za,@za10895528,2023-09-08T12:48:03.000Z,"Replying to 
@ajengcute16__",,1
PI imoet,@darah_tigo,2023-09-08T12:35:45.000Z,"Replying to 
@ILCTalkshow",,
za,@za10895528,2023-09-08T12:19:52.000Z,"Replying to 
@AgusYudhoyono",,12
Lucky,@tomyr71806,2023-09-08T12:06:22.000Z,"Replying to 
@tvOneNews",,
Indra,@Indra070318,2023-09-08T11:15:36.000Z,"Replying to 
@msaid_didu",,
Manuka Honeyland,@manukahoneyland,2023-09-08T11:01:55.000Z,"Replying to 
@democrazymedia",,
4b4N9Firdaus3,@Firdaushanif10,2023-09-08T10:58:45.000Z,"Ape kgak kpikiran, meniru  Gubernur Anis Baswedan ngatasi kampung aquarium, Penuh Welas Asih.. Betul?? ",,2
Amir Mahmud siregar,@Amirmahmudsir,2023-09-08T10:04:28.000Z,"Replying to 
@jansen_jsp",,
Hardiman,@hardi_hardiman2,2023-09-08T02:37:48.000Z,"Replying to 
@abwnews_",,
Jayabaya,@Jayabay19479190,2023-09-08T01:48:21.000Z,"Replying to 
@EllyKoro
 @Berty69968038
 and 4 others",,1
SG88,@KayaSakti,2023-09-08T01:20:59.000Z,"Replying to 
@tvOneNews",,
lestari040270@gmail.com,lestari040270@gmail.com,2023-09-08T01:10:25.000Z,"#AminIndonesiaLebihBaik
#AnisMuhaimin2024
@cakiminNOW
@Dpp_PKB
@anisbaswedan",,
Rotibakar92,@rotibakar92,2023-09-07T23:52:47.000Z,"Replying to 
@OposisiCerdas",1,
Heri Sasmoko,@sasmoko_heri,2023-09-07T23:48:11.000Z,"Replying to 
@Umar_Hasibuan__",,
Rurii,@Ckio215669,2023-09-07T23:36:02.000Z,"Replying to 
@DPP_PKB",1,1
Terimabaik buulolo,@TerimabaikB,2023-09-07T14:36:06.000Z,"#GuslmnjagaTradisi
#NapakTilasWalisongo
@HalimMiskandar
@AnisBaswedan
@imansyukri
 
@LilisRitonga
 
@kemendespdtt
 
@kemendespdtt
@yusradaridesa
 
@fachilabalado
@yankas_kzagoto",,
Khairi Afrizal,@Khairi_Afrizal,2023-09-07T13:46:10.000Z,"Deklarasi Capres Cawapres 2024 - 2029
ANIS BASWEDAN - MUHAIMIN ISKANDAR 
Insha Allah Menang 
@cakimiNOW
 
@DPP_PKB
 
@baGUSMUHAIMIN24
 
@Brigade01Arwan1
 
@EmHasanuddin
 
@HasanRofiqi4",1,3
ARAH PERUBAHAN2024,@Syafaruddinzein,2023-09-07T13:34:04.000Z,"Replying to 
@aly_benzema",,1
sofyan hadi,@mrcilok,2023-09-07T13:32:12.000Z,"Replying to 
@faridgaban",,
yanmunawardi,@alfarizqi1803,2023-09-07T13:13:04.000Z,"Replying to 
@voiceofpkb
 and 
@cakimiNOW",,
Sudarsono,@Sudarso25738823,2023-09-07T13:00:21.000Z,"Replying to 
@voiceofpkb
 and 
@cakimiNOW",,
Jalan Kebenaran,@JalanKe83957796,2023-09-07T12:03:18.000Z,"Replying to 
@hansinergy
 and 
@abwnews_",,
Jalan Kebenaran,@JalanKe83957796,2023-09-07T11:53:32.000Z,"Replying to 
@hansinergy
 and 
@abwnews_",,
fulpian,@fulpian2,2023-09-07T10:07:09.000Z,"Replying to 
@VIVAcoid",,
Ismu Razali,@Ismu_Razali,2023-09-07T09:36:40.000Z,"Replying to 
@ainunnajib",,
DPAC PKB KOJA JAKUT,@dpacpkbkoja,2023-09-07T09:32:29.000Z,"Hari ini kamis, 07 September 2023. Ketua 
@dpwpkbjakarta
 @hasbipkb
 mengadakan istighosah dan doa bersama untuk pasangan ""AMIN"" Anis Rosid Baswedan 
@aniesbaswedan
 sebagai capres 2024. Dari partai 
@Official_NasDem
 
#Capres2024 
#cawapres2024
#AMINIndonesiaLebihBaik",,1
zidan univers,@UniversZidan,2023-09-07T09:19:43.000Z,"Replying to 
@jokowi",,
ote-ote wak ndut,@leman_woyo,2023-09-07T08:51:57.000Z,"Emak emak udah banyak yang pindah ke Paslon AMIN (Anis Baswedan Muhaimin),
Jika 
@prabowo
 mau ambil anak nya pak lurah jadi cawapresnya, bisa di pastikan akan KALAH. 
Rakyat di bawah sudah resah dengan kepemimpinan pak lurah, pingin punya pemimpin yg bisa melakukan perubahan,",,1
anti romansha,@AntiRomansha,2023-09-07T06:11:11.000Z,"Replying to 
@msaid_didu",,
yayak akhiyak,@AkhiyakYayak,2023-09-07T05:55:53.000Z,"Replying to 
@ekowboy2",,2
--- MATA DEWA ----,@BudiWid42032126,2023-09-07T05:55:43.000Z,"Replying to 
@MelodiAsyik",,1
Mr. Nice Guy,@MrNiceG05007810,2023-09-07T05:45:31.000Z,"Replying to 
@trizsutrisno2
 and 
@agushaes01",,1
Sl Ak,@SlAk53215743808,2023-09-07T05:42:31.000Z,"Kenapa menjelang tahun politik khususnya Jakarta dibikin polusi, padahal waktu Anis Baswedan masih aktif gubernur polutan berkurang.
Ini jelas indikasi untuk membungkam rakyat yg kontra pemerintah",,
zidan univers,@UniversZidan,2023-09-07T05:10:52.000Z,"Replying to 
@__AnakKolong
 and 
@PDI_Perjuangan",,
SAHABAT ANIS ACEH,@sajanAnies,2023-09-07T05:01:25.000Z,"Anies Baswedan Presiden Ku sering berkolaborasi dengan sektor swasta untuk mewujudkan pembangunan berkelanjutan. 
Tidak ragu kita kan",,
sipgan,@sipganjar,2023-09-07T04:58:29.000Z,"Replying to 
@Ryan_wkaq
 and 
@CNNIndonesia",,1
Rix Marchsin89,@RixMarchsin89,2023-09-07T01:34:15.000Z,"Replying to 
@Dennysiregar7",,
Suriadi Mansur,@PartnersSu11267,2023-09-07T00:52:21.000Z,Tidak ada Anies Baswedan mengkianati partai Demokrat dapat di lihat di TV one di Anis-imin //di Jodohkan atau dikawin paksa lihat seutuhnya.,,1
Abd Halim,@AbdHali59646742,2023-09-06T23:25:55.000Z,"Replying to 
@baharirwan2
 and 
@sabanabana5",,1
Sterling sangkek,@SangkekSte23,2023-09-06T23:24:15.000Z,"PKS kalo  merasa tidak di  hargai oleh kualisi perubahan yang mendukung ANIS BASWEDAN  sebagai calon persiden, harapan saya PKS harus keluar dan menentukan arah kualisi baru sebelum di bukanya pendaftaran bakal calon persiden 2024.",,
Aris dono Indarto,@ArisdonoIn68858,2023-09-06T23:23:38.000Z,"Replying to 
@Nicho_Silalahi",,
Asep Soleh Solahudin,@AsepSolehSolah3,2023-09-06T23:22:42.000Z,"Replying to 
@tvOneNews",,
Pandu 77,@RidhoBudiman16,2023-09-06T22:35:35.000Z,"Ini lah nilai + nya, ketika PAN+GOLKAR masih diluar, CAK JANGAN KEMANA MANA CAK, tapi Mba Yeni Cabut dukukungan ketika Imin didalam, begitu Pan Golkar Masuk,,,, dah Agak aman,, Imin Belok Di tampung Paloh,   APESLAH ANIS BASWEDAN.",,
Aneuk Nanggroe,@radjaalzikri,2023-09-06T12:15:58.000Z,Insyaallah semua akan Anis Baswedan presiden RI mudah mudahan Indonesia membawa perubahan yang bermartabat.. https://twitter.com/AnKiiim_/status/1699261888679629132…,,
Bill (Rakyat Merdeka),@Bill23794356,2023-09-06T11:50:16.000Z,"Replying to 
@mbahjhojho",1,1
hartoyo,@hartoyo5989pr,2023-09-06T11:21:44.000Z,"Replying to 
@JalanDakwahKita
 and 
@tvOneNews",,
kalamore,@kalamooore,2023-09-06T11:05:12.000Z,"pemilu tahun depan boleh ditunda aja ga? binggung bgt sm capres2nya, anis baswedan udh jls gua cutoff sih, tp antara prabowo sm ganjar ini lho gd yg ku kenal",,
Nasya Razita,@Nasyarazita12,2023-09-06T11:02:16.000Z,Mantap Gus Muhaimin Iskandar dan Anis Baswedan resmi mendeklarasikan diri 2024,,1
Rifai,@Rifai03751150,2023-09-06T10:51:11.000Z,"Replying to 
@Dennysiregar7
 and 
@ganjarpranowo",,
@JohanMarmondo,@JohanMarmondo,2023-09-06T10:33:04.000Z,"PKBNO1
Gus Muhaimin
Anis Baswedan",,1
Rahesatama .R,@tama_milanisti,2023-09-06T06:31:55.000Z,Logikanya klo Nasdem koalisi dengan PKB itu sudah cukup buat usung Anis Baswedan tambah lagi PKS makin mantablah faktanya Demokrat ternyata tidak memikirkan RAKYAT tapi hanya kepentingan kelompok nya baru mau gabung perubahan,,1
anti romansha,@AntiRomansha,2023-09-06T06:20:41.000Z,"Replying to 
@jansen_jsp",,
Darius Dariya,@DariyaDarius,2023-09-06T05:55:15.000Z,"Replying to 
@hamdanzoelva",,2
alwiyadoni,@alwiyadoni18,2023-09-06T05:39:57.000Z,"Replying to 
@Hasbil_Lbs
 and 
@abu_hafidz66",,3
Hutajulu Jhonson,@HutajuluJhonson,2023-09-06T05:35:21.000Z,"Replying to 
@Pai_C1",,1
Fransiscus Rudy,@fransiscus_rudy,2023-09-06T05:33:05.000Z,"Replying to 
@MarahIchsan",,1
Farid Bawazir,@farid_bawazir,2023-09-06T05:24:21.000Z,"Replying to 
@ganjarpranowo",,
Right always be right,@fawzia_be,2023-09-06T05:13:52.000Z,"Replying to 
@Hasbil_Lbs
 and 
@aniesbaswedan",1,1
𝗔𝗯𝗱𝘂𝗹 𝗔𝘇𝗶𝘇 𝗠𝗮𝘂𝗹𝗮𝗻𝗮,@DeraMaula,2023-09-06T01:27:47.000Z,Anies Baswedan jauh lebih populer ketimbang Prabowo apalagi sekarang PKB merapat ke Anis jadi cawapres,,
kries,@JhoUno6,2023-09-06T01:17:38.000Z,"Replying to 
@CNNIndonesia",,
Leni Lizawati,@LizawatiLeni,2023-09-06T00:37:26.000Z,"Replying to 
@voiceofpkb
 @cakimiNOW
 and 
@aniesbaswedan",,
Anis Muhamad,@AnisMuha1004,2023-09-06T00:35:56.000Z,"Replying to 
@Andiarief__
 and 
@aniesbaswedan",,
Joe Pieter,@attakhiyat,2023-09-06T00:15:36.000Z,"Replying to 
@detikcom",,
Wedangan,@Wedangan4,2023-09-05T23:41:08.000Z,"Replying to 
@liaasister",1,1
Yanti Wicaksono,@wicaksonoyanti1,2023-09-05T23:36:25.000Z,"Replying to 
@voiceofpkb
 @cakimiNOW
 and 
@aniesbaswedan",,1
Om Jenggot,@Samsir_ST,2023-09-05T23:34:24.000Z,"Replying to 
@BagusMuhaiminS1
 @voiceofpkb
 and 2 others",,
Risty,@Risty85679464,2023-09-05T23:27:48.000Z,"Replying to 
@voiceofpkb
 @cakimiNOW
 and 
@aniesbaswedan",,1
Menuju Akhir Zaman,@AnakLeuweng,2023-09-05T20:29:37.000Z,"Replying to 
@Nicho_Silalahi",,7
kabut merbabu,@27_derdor,2023-09-05T20:17:37.000Z,"Replying to 
@ajengcute16__",,
Menuju Akhir Zaman,@AnakLeuweng,2023-09-05T19:41:06.000Z,"Replying to 
@Zero8ok",,
Relawan_Milenial / REMI,@an_kp111,2023-09-05T14:55:17.000Z,"#AMINIndonesiaLebihBaik
#AnisMuhaimin2024
@cakiminNOW
@DPP_PKB
@anisbaswedan",,
iyoet,@iyoet__1075,2023-09-05T14:50:11.000Z,Untuk menuju perubahan dari jurang kehancuran Indonesia harus dipimpin Anis Baswedan. !!!,3,10
syambayu,@syambayu,2023-09-05T14:41:55.000Z,"Replying to 
@nandoe_73
 @danielht2009
 and 3 others",,
Ridwan Hasani,@HasaniRidw88558,2023-09-05T14:33:32.000Z,"Replying to 
@voiceofpkb
 @cakimiNOW
 and 
@aniesbaswedan",,
dian ekawati syaiful,@ekawati_sy80375,2023-09-05T14:17:22.000Z,"Replying to 
@DPP_PKB
 and 
@saidaqil",,
𝕷𝖆𝖐𝖘𝖆𝖓𝖆 ჄƱÐĦI,@YUDHI_Laksana,2023-09-05T13:45:33.000Z,"Replying to 
@pakaipeci",,
Rusli2023,@RusliM123,2023-09-05T13:42:29.000Z,"Replying to 
@voiceofpkb
 @cakimiNOW
 and 
@aniesbaswedan",,
★彡 𝐇𝐚𝐫𝐢 𝐒𝐮𝐠𝐢𝐨𝐧𝐨 彡★,@HariSugiono18,2023-09-05T13:42:10.000Z,"Replying to 
@PDI_Perjuangan",,
Menyen Piliang,@piliang_me54054,2023-09-05T13:32:56.000Z,"Replying to 
@voiceofpkb
 @cakimiNOW
 and 
@aniesbaswedan",,
Yusran Azhar,@Yusaz,2023-09-05T13:32:25.000Z,"Replying to 
@voiceofpkb
 @cakimiNOW
 and 
@aniesbaswedan",,
yanti yanti,@yantiya09675782,2023-09-05T13:25:13.000Z,"Replying to 
@voiceofpkb
 @cakimiNOW
 and 
@aniesbaswedan",,
Ramlan Moniaha,@RamlanMoniaha2,2023-09-05T13:23:58.000Z,"Replying to 
@voiceofpkb
 @cakimiNOW
 and 
@aniesbaswedan",,
Christina Panjaitan,@christinapjtn,2023-09-05T13:22:14.000Z,"Replying to 
@voiceofpkb
 @cakimiNOW
 and 
@aniesbaswedan",,
Eka Miniriani,@ekabecee,2023-09-05T13:22:08.000Z,"Replying to 
@DPP_PKB
 @aniesbaswedan
 and 
@cakimiNOW",,
puji rahayu,@pr3154533,2023-09-05T13:20:38.000Z,"Replying to 
@voiceofpkb
 @cakimiNOW
 and 
@aniesbaswedan",,
Ali Hasyim Muda Nst,@AliHasyimMuda1,2023-09-05T12:42:20.000Z,"Replying to 
@voiceofpkb
 @cakimiNOW
 and 
@aniesbaswedan",,
Relawan_Milenial / REMI,@an_kp111,2023-09-05T12:37:24.000Z,"#AMINIndonesiaLebihBaik
#AnisMuhaimin2024
@cakiminNOW
@DPP_PKB
@anisbaswedan",,
Kaum Sarungan,@KaumSarung22833,2023-09-05T12:36:45.000Z,"Gus imin pemimpin visioner,berwawasan luas,Amanah...saatnya bersama Anis baswedan  memimpin negri.
NKRI Harga mati.
#SayaNUSayaPKB
#AkuNUAkuPKB
@cakimiNOW
@DPP_PKB",,
Merry Ari ati,@ariati23020,2023-09-05T12:35:01.000Z,"Replying to 
@voiceofpkb
 @cakimiNOW
 and 
@aniesbaswedan",,
Moses Mau,@moss_mau,2023-09-05T12:31:16.000Z,"Replying to 
@voiceofpkb
 @cakimiNOW
 and 
@DPP_PKB",,
hamdi rohman,@hamdirohman5,2023-09-05T12:29:20.000Z,"Replying to 
@voiceofpkb
 @cakimiNOW
 and 
@aniesbaswedan",,
aQu,@albakowah,2023-09-05T09:36:05.000Z,"Replying to 
@OposisiCerdas",4,14
Igo Manroeng,@GoklifM,2023-09-05T09:14:39.000Z,"Saya warga negara Indonesia yg menginginkan Keadilan dan Kesejahteraan di NKRI. Oleh krn itu, saya memilih pasangan Anis Baswedan n Muhaimin Iskandar. Fix..",,
Tukang mancing,@AshuriHaqi39211,2023-09-05T09:13:14.000Z,"Replying to 
@ch_chotimah2",,
M.j Agung Nugroho,@MjAgungNugroho1,2023-09-05T09:00:11.000Z,"Replying to 
@BennyHarmanID",,1
kardyusman,@kardyusman,2023-09-05T08:59:00.000Z,"Replying to 
@PDemokrat
 and 
@Herzaky__MP",,3
kardyusman,@kardyusman,2023-09-05T07:35:09.000Z,"Replying to 
@panca66",,
Afuwwonk Af,@afuwwonk299,2023-09-05T06:25:23.000Z,"Replying to 
@Hasbil_Lbs
 and 
@NasDem",1,30
Relawan_Milenial / REMI,@an_kp111,2023-09-05T06:08:36.000Z,"#AMINIndonesiaLebihBaik
#AnisMuhaimin2024
@cakiminNOW
@DPP_PKB
@anisbaswedan",,1
Adly,@Adly_14,2023-09-05T06:03:24.000Z,"Gimana nih kabarnya #anisbaswedan
#MuhaiminIskandar  #2024Election #PemiluDamai",,
Maulana Yusuf,@yusufagro,2023-09-05T02:06:40.000Z,"Replying to 
@alfatih_ghazy
 @bengkeldodo
 and 9 others",,3
Syafrudin Buyung Tanjung,@Tanju5Syafrudin,2023-09-05T01:11:58.000Z,"DENGARKAN BAIK-BAIK PENJELASAN
ANIS BASWEDAN",,
iyoet,@iyoet__1075,2023-09-05T01:04:19.000Z,Semangat Pagi Relawan Anis Baswedan,1,10
Afuwwonk Af,@afuwwonk299,2023-09-05T00:56:32.000Z,"Replying to 
@jansen_jsp",,1
TextDariNetizen,@KomentarN,2023-09-05T00:36:52.000Z,"Replying to 
@razantataa
 and 
@utdfocusid",,
@Martin050677,@Martin050677,2023-09-04T17:34:32.000Z,"Replying to 
@03__nakula",,
tukang ketik perogeram,@panjife,2023-09-04T16:45:24.000Z,"Sepanjang saya melihat perpolitikan negara ini, sebagai generasi Z, setidaknya ada 3 politisi aktif yg kalau bicara dan bersikap itu tidak jauh dari gagasan dan ide: Anies Baswedan, Anis Matta, & Fahri Hamzah. 

Sayang ketiganya tidak dalam satu gerbong yg sama. ",,
Baswedan Edan,@BaswedanEdan,2023-09-04T16:35:58.000Z,Prabowo ditinggal Cak Imin berkat manuver Anis,,
KPK dan KEJAGUNG TAKUT ANIES BASWEDAN CS,@Bodronoyojoyo,2023-09-04T16:20:53.000Z,"Replying to 
@ajengcute16__",,
Fabri benci penjilat,@Fabri_fabri20,2023-09-04T15:57:49.000Z,"Replying to 
@03__nakula",,2
KabarBanyuwangi,@kabarbanyuwangi,2023-09-04T15:48:41.000Z,"Anis Baswedan, Surya Paloh, dan Cak Imin, saat Deklarasi Maju ke Pemilihan Presiden 2024, di Hotel Majapahit Surabaya, Sabtu (02/08). Foto : http://Jatimhits.id
 
http://Jatimhits.id  – Akhirnya setelah Partai Nasional Demokrat (Nasdem)",,
Abdullah Siregar,@Abdulla67870195,2023-09-04T14:00:14.000Z,"Semoga Barokah dan Presiden 2024 dan Wakil Presiden.

AMIN (Anis Baswedan Muhaimin Iskandar)
@cakimiNOW
 
@aniesbaswedan",,
baum lagi belajar,@baummustholahul,2023-09-04T13:59:18.000Z,"Replying to 
@Miaiffarianisya",,
Ali Syarief,@alisyarief,2023-09-04T13:40:22.000Z,"Menghangat Cak Imin dipanggil KPK, AHY melunak sepertinya akan kembali reborn bersama Anis Baswedan. Let's see",8,71
United Pro,@JadahKopok,2023-09-04T13:15:02.000Z,"Replying to 
@Lisaamartatara6
 and 
@TyrexMaximus",1,1
edwin s gosal,@edwingosal,2023-09-04T13:08:26.000Z,#stitch dengan @loststara  #anis #muhaiminiskandar #cakimin #anisbaswedan #bagaikanbotol #nasdem #pkb #suryapaloh #pilpres2024,,
Info Berita Tasik,@PortalCJC,2023-09-04T13:06:35.000Z,"Aksi Robek Spanduk Bergambar Anies Baswedan Oleh DPC Partai Demokrat Kota Tasikmalaya: Kota Tasikmalaya, http://tasikzone.com – DPC Partai Demokrat Kota Tasikmalaya melakukan penurunan Baligho atau spanduk yang ada Gambar Capres Anis Baswedan.  

Anis… http://dlvr.it/Svc7FH",,
Juan Kahfi,@JnKahfi,2023-09-04T12:23:24.000Z,"Replying to 
@CNNIndonesia",,
Shonny Archaul,@AchmadShonnyArc,2023-09-04T10:55:29.000Z,Check out Anis Baswedan's video! #TikTok,,
hrs.hsbllh.,@Hrshsbllh,2023-09-04T10:28:16.000Z,"Replying to 
@CNNIndonesia",,1
WISNUR Record82,@WisnurRecord82,2023-09-04T10:12:16.000Z,"Replying to 
@jansen_jsp
 and 
@aniesbaswedan",1,15
kuatbaca.com,@kuatbacacom,2023-09-04T10:10:11.000Z,"Ketum Demokrat AHY memberikan ucapan selamat kepada Anis Baswedan pada konferensi pers siang tadi, hal ini sebagai sikap resmi lanjutan dari pencalonan Muhaimin iskandar sebagai Bacawapres yang diusung Nasdem (Surya Paloh) PKS dan PKB.",11,9
iyoet,@iyoet__1075,2023-09-04T10:04:29.000Z,"Replying to 
@KompasTV",1,3
bebit computer,@bebit_computer,2023-09-04T10:03:09.000Z,"Replying to 
@deyis_Gresik
 @TheNext2024
 and 11 others",,
M Profokator 27,@Proflematik,2023-09-04T09:56:37.000Z,"Replying to 
@KurangGocap6",,
bebit computer,@bebit_computer,2023-09-04T09:56:19.000Z,"Replying to 
@TheNext2024
 @cakiminnow
 and 9 others",,
muslem@531,muslem@531,2023-09-04T06:54:12.000Z,"Menuju kursi presiden dan wakil presiden RI
@AnisBaswedan
@cakimiNOW
 
@DPP_PKB
 
@imansyukri
 
@zainul_munas
 
@Mursyidan11",,1
Niwablezinky,@niwablezinky,2023-09-04T06:46:51.000Z,"Replying to 
@aniesbaswedan
 @PKSejahtera
 and 2 others",,
zahlul sofyan,@AcutZahlul,2023-09-04T06:44:16.000Z,"Menuju kursi presiden dan wakil presiden RI
@AnisBaswedan
@cakimiNOW
 
@DPP_PKB
 
@imansyukri
 
@zainul_munas
 
@Mursyidan11",,
Mas Chozin,@ChozinMas,2023-09-04T06:20:15.000Z,"#CintaIslamCintaIndonesia
@cakimiNOW
Anis Baswedan Fans",,
Baswedan Edan,@BaswedanEdan,2023-09-04T06:13:40.000Z,Pendukung Prabowo pindah haluan ke Anis,,
Mama Julid,@JulidMama,2023-09-04T06:04:14.000Z,Membawa politik identitas berbagai daerah tolak Safari politik Anis Baswedan,,
BantengAbang,@BantengAba82765,2023-09-04T05:00:49.000Z,"Nggakak dong  se-indonesia jadi membludak bayi tanpa ayah  pemimpin salah

#pemilu2024 #fyp #reels #viral #paktelur #trending #folkmagazine #instasunda #featuremeinstagood #flirtingwithnature #muhaiminiskandar #anisbaswedan  #goodtravelersjournal #justgoshoot",,
Yuneidi,@juned1979,2023-09-04T04:50:21.000Z,"Menuju kursi presiden dan wakil presiden RI
@AnisBaswedan
@cakimiNOW
 
@DPP_PKB
 
@imansyukri
 
@zainul_munas
 
@Mursyidan11",,
Bocah_57 Channel,@elhakim1705,2023-09-04T04:32:28.000Z,"Replying to 
@DPP_PKB
 @aniesbaswedan
 and 
@cakimiNOW",,
plakatdistributor.com,@plakatpijar,2023-09-04T04:14:10.000Z,"Kami Menjual Plakat Termurah Di Pare-Pare Kunjungi Web Kami https://shorturl.at/rwENU #Depok #Tangerang #Bekasi #Jakarta #bogor #Anisbaswedan #Muhaimin #Pkb, #Nasdem #Ganjar #eriktohir #Jokowi #Prabowo",,
Nusuruddin Nasution,@NusuruddinNasu1,2023-09-04T04:07:24.000Z,"#CakImin 
#anisbaswedan",,2
SAHABAT H. Much Abdul Qodir,@TheNext2024,2023-09-04T03:57:37.000Z,"UNTUK INDONESIA LEBIH BAIK
#AMINIndonesiaLebihBaik
#AnisMuhaimin2024
@cakiminNOW
@DPP_PKB
@anisbaswedan",5,8
Abdul Hadi,@AbdulHa28210306,2023-09-04T02:43:40.000Z,"@AnisBaswedan
@cakimiNOW
 
@DPP_PKB
 
@imansyukri
 
@zainul_munas
 
@Mursyidan11",,
