username,handle,postDate,responding,retweets,likes
Akun Purba,@AkunPurba_,2023-09-08T14:45:40.000Z,"""Anggota DPRD Sumut dari fraksi 
@Gerindra
 Aulia Aksa secara terbuka menyampaikan dukungannya kepada Capres dari KPP Anies Baswedan dan Muhaimin Iskandar""
.
.
Sumber : https://youtu.be/WWfPl0bB3hM
.
.
RCTI jadi bulan2an dengan Adzan Maghribnya.
Sandy Walsh debut di #TimnasDay",,1.0
Bobby Darmanto,@BobbyDarmanto27,2023-09-08T14:45:36.000Z,"Perjuangan Anies sirna oleh perkataannya, ""Lebih baik minta maaf daripada minta izin.""

PD Bongkar Fakta",,
Bala Hatun,@Bala_Hatun99,2023-09-08T14:43:34.000Z,Klo mau cari Harun Masiku itu gampang.. Pasangin aja Anies ama Harun Masiku.. Pasti ketemu tu HM.. ,,
OposisiCerdas.com,@OposisiCerdas,2023-09-08T14:43:28.000Z,"Soroti Keluarnya Demokrat dari Koalisi Anies, Pakar Politik: Mainnya Kurang Manis seperti PKS",2.0,6.0
"Ardhi Gatra Anggoro, S.E., Ak.",@Ardhi_Gatra,2023-09-08T14:43:21.000Z,"Pahamkan ya! Siapa yang bohong, Anies yang meminta bukan Demokrat yang memaksa.

PD Bongkar Fakta",,
Pangais Bungsu,@BangJiih85,2023-09-08T14:43:08.000Z,"Replying to 
@AliZain435h
 and 
@JazuliJuwaini",,
Sangkala Sangkala,@SangkalaSangka6,2023-09-08T14:42:40.000Z,"Replying to 
@OposisiCerdas",,
Kang Win,@PapaWinarto,2023-09-08T14:42:37.000Z,"Replying to 
@Tjel0up
 and 
@aniesbaswedan",,
Black spider,@ariiiiiss,2023-09-08T14:42:24.000Z,"Replying to 
@BangPino__",,
OposisiCerdas.com,@OposisiCerdas,2023-09-08T14:40:14.000Z,"Tak Hanya Sukses Pilpres, Anies Ajak Relawan Menangkan Partai Pengusung",2.0,6.0
Abd Majit,@abdul1dul,2023-09-08T14:39:59.000Z,"Replying to 
@KompasTV",,
Rusli Halil,@rushal1818,2023-09-08T14:39:37.000Z,"Pasangan Duet Capres dan Cawapres ideal Bpk Anies Baswedan  - A Muhaimin Iskandar pilihan kita di 2024. Mari tentukan pilihan, yakinkan hati kepada pasangan ini untuk menuju Indonesia yang Adil, Makmur dan Sejahtera. 

#AniesMuhaimin #Amin #Pilpres2024",1.0,2.0
bertha astutik,@AstutikBertha,2023-09-08T14:38:53.000Z,"Replying to 
@OcongBoys",,1.0
🆂🅷🅸,@sohibbone,2023-09-08T14:38:51.000Z,"Replying to 
@OposisiCerdas",,
Viantyara,@ViantyTJP,2023-09-08T14:38:47.000Z,"Replying to 
@TehKitaAja
 @FemmyManroe1
 and 8 others",,2.0
OposisiCerdas.com,@OposisiCerdas,2023-09-08T14:35:53.000Z,"Usai Koalisi Pengusung Anies Pecah Kongsi, Kini Nama 'Perubahan' Jadi Rebutan",1.0,
nizar adhipati,@nizaradipati,2023-09-08T14:35:45.000Z,"Replying to 
@AgusYudhoyono",,
Heart breaker,@omsidji,2023-09-08T14:35:33.000Z,"Katax minta direstui PBNU, skrg nglarang piye to cak?? Mulai mbulet koyo Anies kekwkkwwk",,
Legenda Arya Mataram,@AryeMataram,2023-09-08T14:35:13.000Z,"Replying to 
@Muhadzami
 and 
@AgusYudhoyono",,
"Ardhi Gatra Anggoro, S.E., Ak.",@Ardhi_Gatra,2023-09-08T14:35:12.000Z,"Tim 8 perwakilan 
@PDemokrat
 patahkan omongan Anies Baswedan.

PD Bongkar Fakta",,
shifa susfa,@ShifaSusfa,2023-09-08T14:35:10.000Z,"Anies tikung Prabowo dengan menjadikan Cak Imin sebagai cawapres

#TimnasDay | Kevin | RCTI | Cipung | Keluarga Gus Dur | HRD Jalur Ordal | Kanjuruhan | Melayu | #ChinaOpen2023 | Batik | #DangerousRomanceEP4 | Guru | #IntimateNightWithRony | Feel So Matcha",1.0,3.0
aniblogsan hat,@aniblogsan52394,2023-09-08T14:35:02.000Z,"Replying to 
@RagilSemar",,
Redy Panglima Desersi,@panglimadesersi,2023-09-08T14:33:24.000Z,"Pahamkan ya! Siapa yang bohong, Anies yang meminta bukan Demokrat yang memaksa.

PD Bongkar Fakta",,
Redy Panglima Desersi,@panglimadesersi,2023-09-08T14:33:12.000Z,"Sekali bohong, untuk menutupinya dengan bohong lagi! Jelas Anies yang meminta bukan Demokrat yang memaksa.

PD Bongkar Fakta",,
"Ardhi Gatra Anggoro, S.E., Ak.",@Ardhi_Gatra,2023-09-08T14:33:11.000Z,"Yang disampaikan tim 8 ini merontokkan tudingan bahwa AHY maksa Cawapres. Demokrat bahkan fasilitasi Anies buat ketemu Bacawapres lain. Tapi orangnya tidak mau ketemu Anies.

PD Bongkar Fakta",,
Gesuri,@GesuriID,2023-09-08T14:33:09.000Z,"Survei Ipsos Terbaru: Elektabilitas Ganjar 40,12% Ungguli Prabowo dan Anies",,
withu,@Dipri271,2023-09-08T14:33:06.000Z,"Replying to 
@JazuliJuwaini",,
Redy Panglima Desersi,@panglimadesersi,2023-09-08T14:32:18.000Z,"Semangat dan Perjuangan Anies sirna oleh pernyataannya, ""Lebih Baik Minta Maaf daripada Minta Izin"".

PD Bongkar Fakta",,
Redy Panglima Desersi,@panglimadesersi,2023-09-08T14:32:18.000Z,"Orang Tuanya Anies Surya Paloh?.

PD Bongkar Fakta",,
bangkit2024,@bangkit20214251,2023-09-08T14:32:12.000Z,"Replying to 
@jansen_jsp",,1.0
Redy Panglima Desersi,@panglimadesersi,2023-09-08T14:32:10.000Z,"Anies Tidak Konsisten dengan Janji dan Ucapannya.

PD Bongkar Fakta",,
Bisma,@BiS_manta62924,2023-09-08T14:32:08.000Z,"Replying to 
@abwnews_",,
Redy Panglima Desersi,@panglimadesersi,2023-09-08T14:32:08.000Z,"Dua Tanda-Tanda Anies Mulai Berkhianat.

PD Bongkar Fakta",,
Redy Panglima Desersi,@panglimadesersi,2023-09-08T14:31:10.000Z,"Eks Tim 8: Jangan-jangan bagi pak Anies yang penting nyapres.

PD Bongkar Fakta",,
Pace Nogei,@pekei_simon,2023-09-08T14:31:08.000Z,"Replying to 
@CNNIndonesia",,
Redy Panglima Desersi,@panglimadesersi,2023-09-08T14:31:06.000Z,"Perjuangan Anies sirna oleh perkataannya, ""Lebih baik minta maaf daripada minta izin.""

PD Bongkar Fakta",,
Redy Panglima Desersi,@panglimadesersi,2023-09-08T14:31:00.000Z,"Terungkap politikus Nasdem sebut Anies Baswedan pengkhianat. Simak selengkapnya -> https://youtu.be/aV0YFRu3sVQ?si=NxMTKS2yOGvaWhXv…

PD Bongkar Fakta",,
Redy Panglima Desersi,@panglimadesersi,2023-09-08T14:30:55.000Z,"Terungkap dalam dua surat rahasia, Anies meminta AHY jadi cawapres. Simak selengkapnya -> https://youtu.be/aV0YFRu3sVQ?si=NxMTKS2yOGvaWhXv…

PD Bongkar Fakta",,
"Ardhi Gatra Anggoro, S.E., Ak.",@Ardhi_Gatra,2023-09-08T14:30:25.000Z,"Tim 8 perwakilan dari 
@PDemokrat
 patahkan omongan Anies Baswedan.

PD Bongkar Fakta",,
aye aye,@proletarsusah,2023-09-08T14:28:41.000Z,"Replying to 
@asumsico",,
"Ardhi Gatra Anggoro, S.E., Ak.",@Ardhi_Gatra,2023-09-08T14:28:37.000Z,"Semangat dan Perjuangan Anies sirna oleh pernyataannya, ""Lebih Baik Minta Maaf daripada Minta Izin"".

PD Bongkar Fakta",,
KritiKuS,@kri_tik_us,2023-09-08T14:28:09.000Z,"Replying to 
@cobeh2022",,
akun terkunci,@rosandi_irwan,2023-09-08T14:28:05.000Z,"Replying to 
@sobat_anies
 and 
@cakimiNOW",,
Dani,@Doni13587681,2023-09-08T14:28:03.000Z,"Replying to 
@awemany",,
Pangais Bungsu,@BangJiih85,2023-09-08T14:27:55.000Z,"Replying to 
@OposisiCerdas",,
Ermin Elviani,@ErminElvianiEvi,2023-09-08T14:27:49.000Z,"Sekali bohong, untuk menutupinya dengan bohong lagi! Jelas Anies yang meminta bukan Demokrat yang memaksa.

PD Bongkar Fakta",,
Ermin Elviani,@ErminElvianiEvi,2023-09-08T14:26:53.000Z,"Iftitah Sulaiman: Tidak pernah memaksakan AHY, tapi Anies yg meminta sejak awal.

PD Bongkar Fakta",,
"Ardhi Gatra Anggoro, S.E., Ak.",@Ardhi_Gatra,2023-09-08T14:26:45.000Z,"Anies Tidak Konsisten dengan Janji dan Ucapannya.

PD Bongkar Fakta",,
Ermin Elviani,@ErminElvianiEvi,2023-09-08T14:26:41.000Z,"“Jangan2 bagi pak Anies yang penting nyapres” - MI. Sulaiman.

PD Bongkar Fakta",,
HUSNI ANDALAS,@ANDALASHUSNI,2023-09-08T14:26:31.000Z,"Replying to 
@cobeh2022",,
"Ardhi Gatra Anggoro, S.E., Ak.",@Ardhi_Gatra,2023-09-08T14:26:23.000Z,"Dua Tanda-Tanda Anies Mulai Berkhianat.

PD Bongkar Fakta",,
Ermin Elviani,@ErminElvianiEvi,2023-09-08T14:25:30.000Z,"Perjuangan Anies sirna oleh perkataannya, ""Lebih baik minta maaf daripada minta izin.""

PD Bongkar Fakta",,
"Ardhi Gatra Anggoro, S.E., Ak.",@Ardhi_Gatra,2023-09-08T14:25:27.000Z,"Fakta !!! Anies Tidak Punya Jiwa Kepemimpinan.

PD Bongkar Fakta",,
Dody Priyono,@dody_priyono99,2023-09-08T14:25:21.000Z,"Replying to 
@BosPurwa
 and 
@aniesbaswedan",,
Stainles,@KomorebiIn87286,2023-09-08T14:25:18.000Z,"Replying to 
@RagilSemar",,
hendar,@hendar_djamain,2023-09-08T14:25:14.000Z,"Replying to 
@hendar_djamain",,
Arif_IdTu,@PDPerlakbrat,2023-09-08T14:25:04.000Z,"@DPP_PKB
 @cakimiNOW
 
Anies Baswedan dan Muhaimin Iskandar",,
Zulfikar Arma x,@ArmaZulfikar,2023-09-08T14:23:13.000Z,"Replying to 
@SalamSantun_",1.0,
Saya Ya Saya,@klappykoe,2023-09-08T14:23:09.000Z,"Replying to 
@MinmonPS7
 and 
@sospolkw",,
Denden Ahmad Suhendar,@Uwa_Dena,2023-09-08T14:23:04.000Z,"Replying to 
@KompasTV",,
20DETIK,@20detik,2023-09-08T14:23:03.000Z,"PKB Janji BBM Gratis Jika Cak Imin Menang, Jubir Anies Buka Suara",,
Wanda Kumala,@Wandakumala01,2023-09-08T14:23:03.000Z,PBNU Bantah soal dukung Anies - Cak Imin,,
An1s Kastara,@Kastara48,2023-09-08T14:23:02.000Z,"Replying to 
@ahmadfaisal86
 @DadanKu23612342
 and 
@YanHarahap",,
Fijo,@JoharFifi,2023-09-08T14:22:55.000Z,"Replying to 
@jansen_jsp
 and 
@aniesbaswedan",,
bagus,@tubaguswardana_,2023-09-08T14:21:07.000Z,"MI. Sulaiman, eks tim 8: Jangan-jangan bagi pak Anies yang penting nyapres..
xrr

PD Bongkar Fakta",,
bagus,@tubaguswardana_,2023-09-08T14:21:03.000Z,"Iftitah Sulaiman: Tidak pernah memaksakan AHY, tapi Anies yg meminta sejak awal..
zgm

PD Bongkar Fakta",,
mamang,@racin6_,2023-09-08T14:21:03.000Z,Uang jadi alasan Cak Imin merapat ke Koalisi Anies. #cakimin,,
bagus,@tubaguswardana_,2023-09-08T14:20:58.000Z,"“Jangan2 bagi pak Anies yang penting nyapres” - MI. Sulaiman..
llm

PD Bongkar Fakta",,
hendar,@hendar_djamain,2023-09-08T14:20:57.000Z,"@tifsembiring
  @mahyeldi_sp
 inyiak2 /angku2/mamak ambo kabatanyo, klu dibaco berita katonyo PKS alun tau gabuang jo koalisi mendukung anies, seandai nyo jd kalua, berarti nanti PKS jadi oposisi nyo Anies, sedangkan pandukuang Anies ko kan banyak simpatisan/ pamiliah PKS,",,
bagus,@tubaguswardana_,2023-09-08T14:20:06.000Z,"Jangan-Jangan Bagi Pak Anies Yang Penting Nyapres - Iftitah Sulaiman..
ljl

PD Bongkar Fakta",,
bagus,@tubaguswardana_,2023-09-08T14:20:04.000Z,"Dua Tanda-tanda Anies Baswedan mulai berkhianat..
aj^

PD Bongkar Fakta
https://twitter.com/PrawiraUcup19/status/1700076795817808106/Video/1…",,
bagus,@tubaguswardana_,2023-09-08T14:20:02.000Z,"Anies Baswedan tidak konsisten dengan janji dan ucapannya..
v]w

PD Bongkar Fakta",,
bagus,@tubaguswardana_,2023-09-08T14:20:00.000Z,"Fakta!!! Anies Baswedan tidak punya jiwa kepemimpinan..
txf

PD Bongkar Fakta
https://twitter.com/PrawiraUcup19/status/1700076241955778754/Video/1…",,
bagus,@tubaguswardana_,2023-09-08T14:19:58.000Z,"Fakta!!! Dua kubu menyebut Anies berkhianat..
a^n

PD Bongkar Fakta
https://twitter.com/PrawiraUcup19/status/1700075467892789370/Video/1…",,
bagus,@tubaguswardana_,2023-09-08T14:19:55.000Z,"Orang tuanya Anies Surya Paloh?..
y_k

PD Bongkar Fakta",,
bagus,@tubaguswardana_,2023-09-08T14:19:14.000Z,"Ketum Nasdem menjadi orang tuanya Anies, terbukti, Anies manut dgn ""ortunya"".
vez

PD Bongkar Fakta",,
"Ardhi Gatra Anggoro, S.E., Ak.",@Ardhi_Gatra,2023-09-08T14:19:13.000Z,"Eks Tim 8: Anies tak pernah kontak AHY sebelum deklarasi Cak Imin.

PD Bongkar Fakta",,
Jiu Liong,@jiuliong30,2023-09-08T14:19:13.000Z,"Replying to 
@kumparan",,
bagus,@tubaguswardana_,2023-09-08T14:19:10.000Z,"Anies Baswedan tidak konsisten dengan ucapannya, bagaimana menjadi pemimpin nanti..
bir

PD Bongkar Fakta",,
Repelita Online,@RepelitaO,2023-09-08T14:19:09.000Z,Ternyata Cak Imin dan Anies Masih Ngarep ke PKS dan Tunggu Demokrat Gabung Lagi ke Koalisi,,
bagus,@tubaguswardana_,2023-09-08T14:19:02.000Z,"Fakta !!! Anies Tidak Punya Jiwa Kepemimpinan..
q^a

PD Bongkar Fakta",,1.0
bagus,@tubaguswardana_,2023-09-08T14:18:13.000Z,"Tim 8 perwakilan 
@PDemokrat
 patahkan omongan Anies Baswedan..
_ku

PD Bongkar Fakta",,
Chef Lunak Rorimpadey,@ArwahMiliter,2023-09-08T14:18:11.000Z,"NU juga ada yg Anies, ada yang Prabowo, Mau Cak Imin di kubu apapun, NU juga tetap milih Anies dan Cak Imin, meski Prabowo Cawapres Cak Imin pun bakal dipilih, kita lihat saja 2024 nanti",,
bagus,@tubaguswardana_,2023-09-08T14:18:06.000Z,"Yang disampaikan tim 8 ini merontokkan tudingan bahwa AHY maksa Cawapres. Demokrat bahkan fasilitasi Anies buat ketemu Bacawapres lain. Tapi orangnya tidak mau ketemu Anies..
rli

PD Bongkar Fakta",,
"Sancaka MMS, SMS, GPRS, LTE, HD",@an666e,2023-09-08T14:18:05.000Z,"Replying to 
@msaid_didu
 and 
@DedyNad_id",,
Demokrat Cilacap,@CilacapDemokrat,2023-09-08T14:17:59.000Z,"Tim 8 perwakilan dari 
@PDemokrat
 patahkan omongan Anies Baswedan.

PD Bongkar Fakta",,
Tjeloup ™,@Tjel0up,2023-09-08T14:17:57.000Z,"Pak 
@aniesbaswedan
 , bapak kan sbg akademisi, tentu paham soal IKN ini pny dasar kuat apa tidak, kl pak Anies berani menagatakan bahwa dasarnya ini tdk kuat,mudhorot nya lebih bnyk, ya katakan saja dgn tegas.

Tp kl sebaliknya, ya jawab juga dgn tegas.
Lha ini malah ngambang...",5.0,7.0
Ruang Pembaharu,@bukupembaharu,2023-09-08T14:17:34.000Z,"Batik Nasional 
@Muhammadiyah
 

Para tokoh ini terlihat pernah mengenakan batik Muhammadiyah, diantaranya: Ganjar Pranowo, Sudirman Said, Anies Baswedan dan Sandiaga Uno 

Ada lagi yang pakai Batik Muhammadiyah?",1.0,15.0
bagus,@tubaguswardana_,2023-09-08T14:17:34.000Z,"Orang Tuanya Anies Surya Paloh?..
ozp

PD Bongkar Fakta",,
bagus,@tubaguswardana_,2023-09-08T14:17:32.000Z,"Anies Tidak Konsisten dengan Janji dan Ucapannya..
^zg

PD Bongkar Fakta",,
Tjeloup ™,@Tjel0up,2023-09-08T14:17:32.000Z,"Replying to 
@aniesbaswedan",,3.0
Demokrat Cilacap,@CilacapDemokrat,2023-09-08T14:17:31.000Z,"Orang Tuanya Anies Surya Paloh?.

PD Bongkar Fakta",,
bagus,@tubaguswardana_,2023-09-08T14:17:29.000Z,"Dua Tanda-Tanda Anies Mulai Berkhianat..
s__

PD Bongkar Fakta",,
Irdhiansyah Safwan S,@idsafwansrg,2023-09-08T14:17:05.000Z,"Korek Api Elektrik Fingerprint Touch LED Sensor Sentuh Rechargeable.

#RaffiAhmaddiShopeeLIVE 
#TimnasDay
#TopBoyNetflix
#I_DO_PreRelease
Jakarta Sabtu Anies Ganjar Prabowo
 https://shope.ee/4AXaxUCyQc?share_channel_code=7…",,
Demokrat Cilacap,@CilacapDemokrat,2023-09-08T14:17:04.000Z,"Fakta !!! Anies Tidak Punya Jiwa Kepemimpinan.

PD Bongkar Fakta",,
bagus,@tubaguswardana_,2023-09-08T14:17:02.000Z,"“Jangan2 bagi pak Anies yang penting nyapres” - MI. Sulaiman..
\b_

PD Bongkar Fakta",,
Irdhiansyah Safwan S,@idsafwansrg,2023-09-08T14:16:57.000Z,"Set Kunci Shock 46 pcs Mobil Motor Lengkap Socket Tool Kit set Pas Ring  Motor Mobil dengan potongan 83%!

#RaffiAhmaddiShopeeLIVE 
#TimnasDay
#TopBoyNetflix
#I_DO_PreRelease
Jakarta Sabtu Anies Ganjar Prabowo

https://shope.ee/i1zDHNJj?share_channel_code=7… #ShopeeID",,
Ikrar Opu,@Ikrar_opu,2023-09-08T14:16:54.000Z,"Fakta !!! Dua Kubu Menyebut Anies Berkhianat.

PD Bongkar Fakta",,
Ikrar Opu,@Ikrar_opu,2023-09-08T14:16:21.000Z,"Fakta !!! Anies Tidak Punya Jiwa Kepemimpinan.

PD Bongkar Fakta",,
Repelita Online,@RepelitaO,2023-09-08T14:16:04.000Z,Anies Disentil Menag,,
Jokondobapak,@espete812,2023-09-08T14:16:03.000Z,"Replying to 
@mbahjhojho",,
bagus,@tubaguswardana_,2023-09-08T14:15:59.000Z,"Terungkap politikus Nasdem sebut Anies Baswedan pengkhianat. Simak selengkapnya -> https://youtu.be/aV0YFRu3sVQ?si=NxMTKS2yOGvaWhXv….
egv

PD Bongkar Fakta",,
bagus,@tubaguswardana_,2023-09-08T14:15:55.000Z,"Terungkap dalam dua surat rahasia, Anies meminta AHY jadi cawapres. Simak selengkapnya -> https://youtu.be/aV0YFRu3sVQ?si=NxMTKS2yOGvaWhXv….
hpt

PD Bongkar Fakta",,
Ikrar Opu,@Ikrar_opu,2023-09-08T14:15:50.000Z,"MI. Sulaiman, eks tim 8: Jangan-jangan bagi pak Anies yang penting nyapres.

PD Bongkar Fakta",,
abdul agusti,@AbdulAgusti,2023-09-08T14:15:47.000Z,"Replying to 
@AbdulAgusti",1.0,1.0
"Ardhi Gatra Anggoro, S.E., Ak.",@Ardhi_Gatra,2023-09-08T14:15:41.000Z,"Perjuangan Anies sirna oleh perkataannya, ""Lebih baik minta maaf daripada minta izin.""

PD Bongkar Fakta",,
𝐛𝐚𝐧𝐠,@ach_ripang,2023-09-08T14:15:35.000Z,"Replying to 
@HusinShihab",,
Ikrar Opu,@Ikrar_opu,2023-09-08T14:15:08.000Z,"Iftitah Sulaiman: Tidak pernah memaksakan AHY, tapi Anies yg meminta sejak awal.

PD Bongkar Fakta",,
Harian Kompas,@hariankompas,2023-09-08T14:15:00.000Z,"Bakal calon presiden dari Koalisi Perubahan untuk Persatuan, Anies Rasyid Baswedan, meyakini Partai Keadilan Sejahtera bakal tetap di koalisi. #VideoBerita #AdadiKompas",1.0,1.0
"Ardhi Gatra Anggoro, S.E., Ak.",@Ardhi_Gatra,2023-09-08T14:14:52.000Z,"Terungkap politikus Nasdem sebut Anies Baswedan pengkhianat. Simak selengkapnya -> https://youtu.be/aV0YFRu3sVQ?si=NxMTKS2yOGvaWhXv…

PD Bongkar Fakta",,
aldo prayoga,@aldoprrayoga,2023-09-08T14:14:34.000Z,"Replying to 
@aldoprrayoga",1.0,2.0
Anies untuk IBHRS,@wenas_s,2023-09-08T14:14:34.000Z,"Replying to 
@Gambiro7
 @sena_soetta
 and 
@musniumar",,
aldo prayoga,@aldoprrayoga,2023-09-08T14:14:33.000Z,"Replying to 
@aldoprrayoga",1.0,2.0
Ikrar Opu,@Ikrar_opu,2023-09-08T14:14:30.000Z,"“Jangan2 bagi pak Anies yang penting nyapres” - MI. Sulaiman.

PD Bongkar Fakta",,
Anies,@ANIES_90,2023-09-08T14:14:28.000Z,"Replying to 
@kimgyuminn",,
Repelita Online,@RepelitaO,2023-09-08T14:13:55.000Z,"Sebut Belum Rezeki usai Gagal jadi Cawapres Anies, Sahroni ke AHY: Insyaallah 2029 jadi yang Terbaik",,
An1s Kastara,@Kastara48,2023-09-08T14:13:52.000Z,"Replying to 
@ahmadfaisal86
 and 
@YanHarahap",,
vayat,@HFaang,2023-09-08T14:13:48.000Z,"Replying to 
@WAHYU_UNIFORM
 and 
@AgusYudhoyono",,
Ikrar Opu,@Ikrar_opu,2023-09-08T14:13:47.000Z,"Eks Tim 8: Jangan-jangan bagi pak Anies yang penting nyapres.

PD Bongkar Fakta",,
